TransactionID,Timestamp,StoreName,BranchName,BranchID,TotalBranches,CustomerID,Category,Product,Quantity,UnitPrice,TotalAmount,Discount,FinalAmount,LoyaltyPoints,PaymentType
TXN000227,2024-05-26 13:39:00,SmartRetail,Jayanagar,3.0,5.0,1001912.0,Dairy,Curd (500g),3.0,35.0,105.0,14.03,90.97,0.0,UPI
TXN010865,2024-05-26 14:08:00,SmartRetail,Indiranagar,1.0,5.0,1062346.0,Personal Care,Toothpaste (150g),3.0,90.0,270.0,37.91,232.09,2.0,Wallet
TXN013520,2024-05-26 14:17:00,SmartRetail,Koramangala,4.0,5.0,1031050.0,Groceries,Rice (5kg),4.0,280.0,1120.0,110.43,1009.57,10.0,Cash
TXN021831,2024-05-26 14:35:00,SmartRetail,Yelahanka,5.0,5.0,1060505.0,Beverages,Pepsi (2L),5.0,80.0,400.0,23.33,376.67,3.0,Wallet
TXN018832,2024-05-26 14:56:00,SmartRetail,Indiranagar,1.0,5.0,1069512.0,Dairy,Paneer (200g),1.0,85.0,85.0,12.32,72.68,0.0,Card
TXN011176,2024-05-26 15:05:00,SmartRetail,Yelahanka,5.0,5.0,1048349.0,Dairy,Paneer (200g),3.0,85.0,255.0,25.31,229.69,2.0,Card
TXN017383,2024-05-26 15:08:00,SmartRetail,Koramangala,4.0,5.0,1025101.0,Groceries,Pulses (1kg),5.0,90.0,450.0,36.26,413.74,4.0,UPI
TXN017445,2024-05-26 16:03:00,SmartRetail,Koramangala,4.0,5.0,1034644.0,Personal Care,Facewash (100ml),4.0,160.0,640.0,22.82,617.18,6.0,Card
TXN005890,2024-05-26 16:36:00,SmartRetail,Whitefield,2.0,5.0,1026984.0,Beverages,Coca Cola (2L),1.0,85.0,85.0,12.28,72.72,0.0,Cash
TXN013898,2024-05-26 16:38:00,SmartRetail,Yelahanka,5.0,5.0,1051869.0,Beverages,Real Juice (1L),5.0,110.0,550.0,78.64,471.36,4.0,Card
TXN016967,2024-05-26 16:56:00,SmartRetail,Whitefield,2.0,5.0,1003675.0,Dairy,Milk (1L),2.0,55.0,110.0,4.09,105.91,1.0,Card
TXN010694,2024-05-26 16:58:00,SmartRetail,Yelahanka,5.0,5.0,1096992.0,Dairy,Paneer (200g),3.0,85.0,255.0,11.73,243.27,2.0,Card
TXN011805,2024-05-26 16:58:00,SmartRetail,Yelahanka,5.0,5.0,1019248.0,Snacks,Kurkure,3.0,15.0,45.0,1.86,43.14,0.0,Wallet
TXN001612,2024-05-26 17:11:00,SmartRetail,Koramangala,4.0,5.0,1083297.0,Beverages,Pepsi (2L),5.0,80.0,400.0,27.05,372.95,3.0,Cash
TXN024388,2024-05-26 17:13:00,SmartRetail,Koramangala,4.0,5.0,1067991.0,Snacks,Biscuits,1.0,30.0,30.0,2.56,27.44,0.0,Cash
TXN012393,2024-05-26 17:13:00,SmartRetail,Whitefield,2.0,5.0,1026235.0,Personal Care,Toothpaste (150g),4.0,90.0,360.0,5.35,354.65,3.0,UPI
TXN023698,2024-05-26 17:18:00,SmartRetail,Whitefield,2.0,5.0,1002140.0,Beverages,Red Bull (250ml),3.0,125.0,375.0,2.34,372.66,3.0,UPI
TXN024347,2024-05-26 17:27:00,SmartRetail,Koramangala,4.0,5.0,1058523.0,Groceries,Cooking Oil (1L),4.0,130.0,520.0,60.36,459.64,4.0,Card
TXN003076,2024-05-26 17:51:00,SmartRetail,Yelahanka,5.0,5.0,1039769.0,Personal Care,Toothpaste (150g),1.0,90.0,90.0,3.31,86.69,0.0,Card
TXN022267,2024-05-26 18:07:00,SmartRetail,Jayanagar,3.0,5.0,1043427.0,Dairy,Butter (100g),1.0,55.0,55.0,5.85,49.15,0.0,Cash
TXN002905,2024-05-26 18:40:00,SmartRetail,Yelahanka,5.0,5.0,1094462.0,Personal Care,Facewash (100ml),4.0,160.0,640.0,50.66,589.34,5.0,Wallet
TXN008694,2024-05-26 18:47:00,SmartRetail,Koramangala,4.0,5.0,1072612.0,Snacks,Biscuits,5.0,30.0,150.0,10.8,139.2,1.0,Card
TXN013227,2024-05-26 19:06:00,SmartRetail,Indiranagar,1.0,5.0,1016495.0,Snacks,Lays Chips,3.0,20.0,60.0,1.01,58.99,0.0,Wallet
TXN010652,2024-05-26 19:16:00,SmartRetail,Indiranagar,1.0,5.0,1053999.0,Dairy,Milk (1L),3.0,55.0,165.0,3.12,161.88,1.0,Cash
TXN015623,2024-05-26 19:17:00,SmartRetail,Indiranagar,1.0,5.0,1009267.0,Beverages,Real Juice (1L),1.0,110.0,110.0,9.01,100.99,1.0,Wallet
TXN007802,2024-05-26 19:26:00,SmartRetail,Whitefield,2.0,5.0,1024031.0,Snacks,Lays Chips,5.0,20.0,100.0,1.73,98.27,0.0,Cash
TXN018414,2024-05-26 19:39:00,SmartRetail,Jayanagar,3.0,5.0,1001653.0,Beverages,Real Juice (1L),4.0,110.0,440.0,38.01,401.99,4.0,UPI
TXN024977,2024-05-26 19:56:00,SmartRetail,Koramangala,4.0,5.0,1077279.0,Groceries,Rice (5kg),4.0,280.0,1120.0,69.57,1050.43,10.0,Cash
TXN002655,2024-05-26 20:04:00,SmartRetail,Jayanagar,3.0,5.0,1062080.0,Beverages,Pepsi (2L),3.0,80.0,240.0,15.13,224.87,2.0,Wallet
TXN004523,2024-05-26 20:10:00,SmartRetail,Jayanagar,3.0,5.0,1039685.0,Groceries,Salt (1kg),4.0,20.0,80.0,6.51,73.49,0.0,Cash
TXN015130,2024-05-26 20:24:00,SmartRetail,Jayanagar,3.0,5.0,1027143.0,Groceries,Rice (5kg),5.0,280.0,1400.0,71.2,1328.8,13.0,UPI
TXN020822,2024-05-26 20:44:00,SmartRetail,Jayanagar,3.0,5.0,1067099.0,Beverages,Pepsi (2L),1.0,80.0,80.0,2.05,77.95,0.0,UPI
TXN015657,2024-05-26 20:45:00,SmartRetail,Whitefield,2.0,5.0,1058680.0,Beverages,Real Juice (1L),4.0,110.0,440.0,32.37,407.63,4.0,Card
TXN015961,2024-05-26 20:48:00,SmartRetail,Whitefield,2.0,5.0,1011585.0,Dairy,Cheese (200g),4.0,120.0,480.0,17.44,462.56,4.0,Card
TXN010264,2024-05-26 20:57:00,SmartRetail,Koramangala,4.0,5.0,1052982.0,Personal Care,Facewash (100ml),3.0,160.0,480.0,66.99,413.01,4.0,Cash
TXN007981,2024-05-26 20:59:00,SmartRetail,Yelahanka,5.0,5.0,1055909.0,Personal Care,Soap (125g),1.0,40.0,40.0,3.82,36.18,0.0,Wallet
TXN009008,2024-05-26 21:03:00,SmartRetail,Whitefield,2.0,5.0,1027788.0,Groceries,Sugar (1kg),4.0,45.0,180.0,15.59,164.41,1.0,Wallet
TXN005446,2024-05-26 21:16:00,SmartRetail,Indiranagar,1.0,5.0,1005417.0,Dairy,Butter (100g),1.0,55.0,55.0,2.74,52.26,0.0,Wallet
TXN022813,2024-05-26 21:57:00,SmartRetail,Jayanagar,3.0,5.0,1059286.0,Personal Care,Toothpaste (150g),5.0,90.0,450.0,14.62,435.38,4.0,Wallet
TXN003395,2024-05-27 08:09:00,SmartRetail,Koramangala,4.0,5.0,1095386.0,Snacks,Biscuits,5.0,30.0,150.0,5.62,144.38,1.0,Cash
TXN021829,2024-05-27 08:21:00,SmartRetail,Whitefield,2.0,5.0,1009036.0,Snacks,Dry Fruits (250g),2.0,220.0,440.0,38.49,401.51,4.0,Wallet
TXN004149,2024-05-27 08:34:00,SmartRetail,Whitefield,2.0,5.0,1046121.0,Snacks,Dry Fruits (250g),5.0,220.0,1100.0,145.94,954.06,9.0,Cash
TXN009343,2024-05-27 09:10:00,SmartRetail,Indiranagar,1.0,5.0,1037787.0,Personal Care,Facewash (100ml),1.0,160.0,160.0,21.58,138.42,1.0,Card
TXN022193,2024-05-27 09:53:00,SmartRetail,Whitefield,2.0,5.0,1013020.0,Dairy,Butter (100g),5.0,55.0,275.0,0.31,274.69,2.0,UPI
TXN021413,2024-05-27 10:01:00,SmartRetail,Jayanagar,3.0,5.0,1075537.0,Snacks,Lays Chips,2.0,20.0,40.0,2.83,37.17,0.0,Wallet
TXN011042,2024-05-27 10:05:00,SmartRetail,Koramangala,4.0,5.0,1033091.0,Groceries,Pulses (1kg),4.0,90.0,360.0,15.47,344.53,3.0,Wallet
TXN022910,2024-05-27 10:08:00,SmartRetail,Jayanagar,3.0,5.0,1081818.0,Groceries,Sugar (1kg),1.0,45.0,45.0,3.69,41.31,0.0,Card
TXN003007,2024-05-27 10:10:00,SmartRetail,Yelahanka,5.0,5.0,1028108.0,Personal Care,Toothpaste (150g),3.0,90.0,270.0,24.74,245.26,2.0,Card
TXN006005,2024-05-27 10:22:00,SmartRetail,Indiranagar,1.0,5.0,1018727.0,Groceries,Wheat Flour (5kg),2.0,250.0,500.0,34.82,465.18,4.0,Cash
TXN018621,2024-05-27 10:32:00,SmartRetail,Koramangala,4.0,5.0,1063275.0,Snacks,Kurkure,3.0,15.0,45.0,1.92,43.08,0.0,UPI
TXN021505,2024-05-27 11:28:00,SmartRetail,Indiranagar,1.0,5.0,1081755.0,Beverages,Bisleri Water (1L),2.0,20.0,40.0,1.55,38.45,0.0,UPI
TXN001381,2024-05-27 11:31:00,SmartRetail,Yelahanka,5.0,5.0,1034126.0,Personal Care,Toothpaste (150g),1.0,90.0,90.0,5.9,84.1,0.0,Cash
TXN017606,2024-05-27 11:39:00,SmartRetail,Koramangala,4.0,5.0,1048940.0,Groceries,Pulses (1kg),1.0,90.0,90.0,11.18,78.82,0.0,Card
TXN020695,2024-05-27 11:50:00,SmartRetail,Whitefield,2.0,5.0,1059516.0,Snacks,Lays Chips,2.0,20.0,40.0,5.19,34.81,0.0,UPI
TXN006566,2024-05-27 11:51:00,SmartRetail,Jayanagar,3.0,5.0,1049205.0,Personal Care,Shampoo (250ml),1.0,180.0,180.0,9.38,170.62,1.0,Cash
TXN020972,2024-05-27 11:51:00,SmartRetail,Jayanagar,3.0,5.0,1027723.0,Groceries,Pulses (1kg),3.0,90.0,270.0,29.16,240.84,2.0,UPI
TXN009104,2024-05-27 11:54:00,SmartRetail,Koramangala,4.0,5.0,1038156.0,Beverages,Coca Cola (2L),4.0,85.0,340.0,49.24,290.76,2.0,Card
TXN004375,2024-05-27 12:02:00,SmartRetail,Koramangala,4.0,5.0,1024663.0,Snacks,Lays Chips,2.0,20.0,40.0,4.34,35.66,0.0,Wallet
TXN000172,2024-05-27 12:46:00,SmartRetail,Jayanagar,3.0,5.0,1071786.0,Groceries,Wheat Flour (5kg),1.0,250.0,250.0,28.89,221.11,2.0,Card
TXN014278,2024-05-27 13:09:00,SmartRetail,Koramangala,4.0,5.0,1044246.0,Beverages,Coca Cola (2L),5.0,85.0,425.0,4.79,420.21,4.0,Card
TXN023536,2024-05-27 13:29:00,SmartRetail,Indiranagar,1.0,5.0,1024849.0,Dairy,Curd (500g),2.0,35.0,70.0,5.23,64.77,0.0,Cash
TXN005266,2024-05-27 13:34:00,SmartRetail,Jayanagar,3.0,5.0,1075834.0,Groceries,Rice (5kg),5.0,280.0,1400.0,149.0,1251.0,12.0,Wallet
TXN002612,2024-05-27 13:34:00,SmartRetail,Yelahanka,5.0,5.0,1015602.0,Personal Care,Shampoo (250ml),4.0,180.0,720.0,18.92,701.08,7.0,Card
TXN022200,2024-05-27 13:37:00,SmartRetail,Whitefield,2.0,5.0,1086913.0,Dairy,Milk (1L),4.0,55.0,220.0,12.07,207.93,2.0,Wallet
TXN019585,2024-05-27 14:02:00,SmartRetail,Whitefield,2.0,5.0,1066081.0,Beverages,Bisleri Water (1L),2.0,20.0,40.0,4.02,35.98,0.0,UPI
TXN015789,2024-05-27 14:32:00,SmartRetail,Yelahanka,5.0,5.0,1013450.0,Dairy,Paneer (200g),1.0,85.0,85.0,10.09,74.91,0.0,Wallet
TXN008826,2024-05-27 14:47:00,SmartRetail,Jayanagar,3.0,5.0,1041519.0,Snacks,Lays Chips,1.0,20.0,20.0,2.6,17.4,0.0,Wallet
TXN009248,2024-05-27 14:57:00,SmartRetail,Jayanagar,3.0,5.0,1080846.0,Dairy,Curd (500g),4.0,35.0,140.0,6.86,133.14,1.0,Card
TXN013096,2024-05-27 15:10:00,SmartRetail,Yelahanka,5.0,5.0,1084066.0,Groceries,Pulses (1kg),5.0,90.0,450.0,13.02,436.98,4.0,Cash
TXN017435,2024-05-27 15:11:00,SmartRetail,Yelahanka,5.0,5.0,1069397.0,Groceries,Pulses (1kg),1.0,90.0,90.0,12.76,77.24,0.0,Card
TXN008895,2024-05-27 15:24:00,SmartRetail,Indiranagar,1.0,5.0,1093772.0,Groceries,Sugar (1kg),1.0,45.0,45.0,0.37,44.63,0.0,Card
TXN001474,2024-05-27 15:39:00,SmartRetail,Yelahanka,5.0,5.0,1018413.0,Snacks,Lays Chips,5.0,20.0,100.0,6.12,93.88,0.0,UPI
TXN012062,2024-05-27 15:57:00,SmartRetail,Yelahanka,5.0,5.0,1027535.0,Beverages,Red Bull (250ml),2.0,125.0,250.0,26.24,223.76,2.0,UPI
TXN006605,2024-05-27 16:09:00,SmartRetail,Koramangala,4.0,5.0,1026434.0,Snacks,Chocolate,5.0,40.0,200.0,29.42,170.58,1.0,Wallet
TXN001983,2024-05-27 16:14:00,SmartRetail,Whitefield,2.0,5.0,1079880.0,Beverages,Real Juice (1L),1.0,110.0,110.0,6.66,103.34,1.0,Cash
TXN014411,2024-05-27 16:21:00,SmartRetail,Whitefield,2.0,5.0,1050134.0,Dairy,Curd (500g),4.0,35.0,140.0,5.6,134.4,1.0,Wallet
TXN003311,2024-05-27 16:23:00,SmartRetail,Koramangala,4.0,5.0,1032181.0,Dairy,Cheese (200g),2.0,120.0,240.0,7.03,232.97,2.0,Wallet
TXN013972,2024-05-27 16:53:00,SmartRetail,Whitefield,2.0,5.0,1091389.0,Beverages,Pepsi (2L),5.0,80.0,400.0,49.15,350.85,3.0,Wallet
TXN015749,2024-05-27 17:09:00,SmartRetail,Jayanagar,3.0,5.0,1056390.0,Snacks,Chocolate,1.0,40.0,40.0,1.45,38.55,0.0,Wallet
TXN005452,2024-05-27 17:11:00,SmartRetail,Whitefield,2.0,5.0,1087863.0,Dairy,Curd (500g),4.0,35.0,140.0,20.03,119.97,1.0,Card
TXN006330,2024-05-27 17:25:00,SmartRetail,Whitefield,2.0,5.0,1082477.0,Beverages,Real Juice (1L),3.0,110.0,330.0,33.76,296.24,2.0,Card
TXN016005,2024-05-27 17:34:00,SmartRetail,Indiranagar,1.0,5.0,1049865.0,Dairy,Curd (500g),3.0,35.0,105.0,4.57,100.43,1.0,Card
TXN020834,2024-05-27 18:07:00,SmartRetail,Whitefield,2.0,5.0,1011381.0,Groceries,Rice (5kg),1.0,280.0,280.0,18.21,261.79,2.0,Cash
TXN012647,2024-05-27 18:24:00,SmartRetail,Yelahanka,5.0,5.0,1004512.0,Dairy,Curd (500g),3.0,35.0,105.0,8.54,96.46,0.0,Card
TXN021889,2024-05-27 18:36:00,SmartRetail,Yelahanka,5.0,5.0,1044074.0,Beverages,Bisleri Water (1L),1.0,20.0,20.0,1.82,18.18,0.0,Cash
TXN011415,2024-05-27 18:51:00,SmartRetail,Whitefield,2.0,5.0,1071435.0,Snacks,Dry Fruits (250g),1.0,220.0,220.0,5.86,214.14,2.0,Wallet
TXN000262,2024-05-27 18:57:00,SmartRetail,Whitefield,2.0,5.0,1057291.0,Groceries,Wheat Flour (5kg),5.0,250.0,1250.0,68.95,1181.05,11.0,Card
TXN005773,2024-05-27 19:05:00,SmartRetail,Yelahanka,5.0,5.0,1098477.0,Dairy,Butter (100g),5.0,55.0,275.0,28.5,246.5,2.0,Wallet
TXN011546,2024-05-27 19:34:00,SmartRetail,Yelahanka,5.0,5.0,1075466.0,Beverages,Bisleri Water (1L),4.0,20.0,80.0,5.69,74.31,0.0,Wallet
TXN021756,2024-05-27 20:00:00,SmartRetail,Koramangala,4.0,5.0,1019036.0,Groceries,Wheat Flour (5kg),4.0,250.0,1000.0,34.59,965.41,9.0,Card
TXN010616,2024-05-27 20:01:00,SmartRetail,Jayanagar,3.0,5.0,1079543.0,Snacks,Kurkure,1.0,15.0,15.0,0.45,14.55,0.0,Wallet
TXN009474,2024-05-27 20:10:00,SmartRetail,Jayanagar,3.0,5.0,1079289.0,Snacks,Biscuits,2.0,30.0,60.0,4.22,55.78,0.0,UPI
TXN008329,2024-05-27 20:24:00,SmartRetail,Yelahanka,5.0,5.0,1016062.0,Personal Care,Shampoo (250ml),4.0,180.0,720.0,13.49,706.51,7.0,UPI
TXN005074,2024-05-27 20:27:00,SmartRetail,Whitefield,2.0,5.0,1078600.0,Snacks,Kurkure,1.0,15.0,15.0,1.75,13.25,0.0,Card
TXN017221,2024-05-27 20:52:00,SmartRetail,Koramangala,4.0,5.0,1040640.0,Dairy,Cheese (200g),5.0,120.0,600.0,42.72,557.28,5.0,Cash
TXN007589,2024-05-27 21:07:00,SmartRetail,Yelahanka,5.0,5.0,1061533.0,Dairy,Paneer (200g),5.0,85.0,425.0,43.5,381.5,3.0,Cash
TXN007949,2024-05-27 21:08:00,SmartRetail,Yelahanka,5.0,5.0,1034276.0,Groceries,Sugar (1kg),5.0,45.0,225.0,17.29,207.71,2.0,Cash
TXN016917,2024-05-27 21:09:00,SmartRetail,Indiranagar,1.0,5.0,1022195.0,Personal Care,Facewash (100ml),3.0,160.0,480.0,36.84,443.16,4.0,Cash
TXN001377,2024-05-27 21:13:00,SmartRetail,Koramangala,4.0,5.0,1060347.0,Dairy,Milk (1L),1.0,55.0,55.0,5.87,49.13,0.0,Wallet
TXN009238,2024-05-27 21:16:00,SmartRetail,Yelahanka,5.0,5.0,1036292.0,Beverages,Red Bull (250ml),2.0,125.0,250.0,28.73,221.27,2.0,UPI
TXN010607,2024-05-27 21:22:00,SmartRetail,Whitefield,2.0,5.0,1006846.0,Personal Care,Shampoo (250ml),2.0,180.0,360.0,45.78,314.22,3.0,UPI
TXN000867,2024-05-27 21:30:00,SmartRetail,Koramangala,4.0,5.0,1057752.0,Groceries,Cooking Oil (1L),5.0,130.0,650.0,51.99,598.01,5.0,Card
TXN008172,2024-05-27 21:44:00,SmartRetail,Yelahanka,5.0,5.0,1080541.0,Groceries,Rice (5kg),5.0,280.0,1400.0,46.79,1353.21,13.0,Wallet
TXN024093,2024-05-27 21:55:00,SmartRetail,Yelahanka,5.0,5.0,1026875.0,Beverages,Bisleri Water (1L),3.0,20.0,60.0,6.29,53.71,0.0,Card
TXN019582,2024-05-27 21:58:00,SmartRetail,Indiranagar,1.0,5.0,1069671.0,Personal Care,Shampoo (250ml),4.0,180.0,720.0,79.44,640.56,6.0,UPI
TXN000030,2024-05-28 08:09:00,SmartRetail,Jayanagar,3.0,5.0,1081118.0,Dairy,Cheese (200g),4.0,120.0,480.0,45.28,434.72,4.0,UPI
TXN011270,2024-05-28 08:12:00,SmartRetail,Yelahanka,5.0,5.0,1010554.0,Personal Care,Facewash (100ml),5.0,160.0,800.0,53.92,746.08,7.0,Cash
TXN004134,2024-05-28 08:17:00,SmartRetail,Jayanagar,3.0,5.0,1072990.0,Beverages,Real Juice (1L),1.0,110.0,110.0,5.54,104.46,1.0,UPI
TXN015195,2024-05-28 08:33:00,SmartRetail,Yelahanka,5.0,5.0,1082724.0,Snacks,Kurkure,2.0,15.0,30.0,4.25,25.75,0.0,UPI
TXN002035,2024-05-28 08:56:00,SmartRetail,Indiranagar,1.0,5.0,1031831.0,Groceries,Wheat Flour (5kg),3.0,250.0,750.0,60.3,689.7,6.0,Card
TXN018847,2024-05-28 08:58:00,SmartRetail,Jayanagar,3.0,5.0,1003062.0,Dairy,Milk (1L),4.0,55.0,220.0,24.47,195.53,1.0,Card
TXN008889,2024-05-28 09:05:00,SmartRetail,Yelahanka,5.0,5.0,1014068.0,Beverages,Bisleri Water (1L),1.0,20.0,20.0,1.71,18.29,0.0,Card
TXN008543,2024-05-28 09:08:00,SmartRetail,Yelahanka,5.0,5.0,1046694.0,Snacks,Biscuits,4.0,30.0,120.0,14.44,105.56,1.0,Cash
TXN006446,2024-05-28 09:36:00,SmartRetail,Indiranagar,1.0,5.0,1053105.0,Beverages,Coca Cola (2L),3.0,85.0,255.0,21.79,233.21,2.0,Wallet
TXN018042,2024-05-28 09:41:00,SmartRetail,Koramangala,4.0,5.0,1057672.0,Personal Care,Facewash (100ml),4.0,160.0,640.0,21.29,618.71,6.0,Wallet
TXN023983,2024-05-28 09:46:00,SmartRetail,Koramangala,4.0,5.0,1071098.0,Snacks,Kurkure,5.0,15.0,75.0,3.85,71.15,0.0,Cash
TXN004537,2024-05-28 09:52:00,SmartRetail,Whitefield,2.0,5.0,1085066.0,Dairy,Milk (1L),5.0,55.0,275.0,35.39,239.61,2.0,Wallet
TXN000862,2024-05-28 10:02:00,SmartRetail,Koramangala,4.0,5.0,1059762.0,Groceries,Sugar (1kg),4.0,45.0,180.0,6.67,173.33,1.0,UPI
TXN005933,2024-05-28 10:03:00,SmartRetail,Yelahanka,5.0,5.0,1009054.0,Snacks,Biscuits,3.0,30.0,90.0,3.53,86.47,0.0,Card
TXN008286,2024-05-28 10:04:00,SmartRetail,Whitefield,2.0,5.0,1017500.0,Personal Care,Toothpaste (150g),1.0,90.0,90.0,4.23,85.77,0.0,Cash
TXN017437,2024-05-28 10:08:00,SmartRetail,Yelahanka,5.0,5.0,1014769.0,Personal Care,Shampoo (250ml),3.0,180.0,540.0,22.75,517.25,5.0,Wallet
TXN017933,2024-05-28 10:17:00,SmartRetail,Koramangala,4.0,5.0,1075977.0,Personal Care,Shampoo (250ml),3.0,180.0,540.0,12.27,527.73,5.0,Card
TXN008760,2024-05-28 10:31:00,SmartRetail,Whitefield,2.0,5.0,1055317.0,Personal Care,Facewash (100ml),2.0,160.0,320.0,45.95,274.05,2.0,UPI
TXN002721,2024-05-28 10:36:00,SmartRetail,Yelahanka,5.0,5.0,1062630.0,Beverages,Pepsi (2L),1.0,80.0,80.0,0.71,79.29,0.0,UPI
TXN022076,2024-05-28 10:45:00,SmartRetail,Koramangala,4.0,5.0,1025105.0,Personal Care,Toothpaste (150g),5.0,90.0,450.0,63.48,386.52,3.0,Cash
TXN018092,2024-05-28 10:48:00,SmartRetail,Indiranagar,1.0,5.0,1084082.0,Groceries,Pulses (1kg),5.0,90.0,450.0,27.48,422.52,4.0,UPI
TXN021054,2024-05-28 10:48:00,SmartRetail,Yelahanka,5.0,5.0,1080096.0,Groceries,Pulses (1kg),3.0,90.0,270.0,11.07,258.93,2.0,Wallet
TXN016493,2024-05-28 11:00:00,SmartRetail,Jayanagar,3.0,5.0,1054051.0,Groceries,Salt (1kg),2.0,20.0,40.0,1.94,38.06,0.0,Card
TXN024099,2024-05-28 11:04:00,SmartRetail,Indiranagar,1.0,5.0,1049790.0,Personal Care,Facewash (100ml),1.0,160.0,160.0,5.95,154.05,1.0,Cash
TXN012548,2024-05-28 11:13:00,SmartRetail,Indiranagar,1.0,5.0,1025981.0,Groceries,Sugar (1kg),2.0,45.0,90.0,6.64,83.36,0.0,Card
TXN021279,2024-05-28 11:20:00,SmartRetail,Jayanagar,3.0,5.0,1005975.0,Groceries,Sugar (1kg),3.0,45.0,135.0,5.85,129.15,1.0,Card
